_int64 recv_m3[5000] = {
57329561669,62186827435,8726467569,62498275441,43472173725,6635816728,19071143008,35433928124,65799630846,65769760239,
10831022963,66698628094,65776011800,33489240473,55028671640,26930224130,30056956473,62929193799,20080334785,65935883009,
45062124984,843475128,58368498925,64175138396,46644683980,52071505275,48383319667,27490375384,47191581277,46123597978,
48518986652,2153982114,19030002622,4246615628,7211716092,56050720164,47749307968,21790910341,134169233659,2366854481,
25855315520,26220497515,52303923226,54645721106,12841787633,33655173354,30633033721,44422680470,48751374303,52381767581,
18968298985,46708812417,47165490027,11174594377,8143903977,33970492812,65818884901,23391137216,35924328349,15380206601,
51635067812,17546780068,34769103521,65219990227,61767664856,65922002721,37604365136,9257763590,44686253173,17712609694,
57773912056,17474138346,21599585945,8144973830,63858509935,19822842832,4919988146,17254351336,42334259598,32524194809,
6985988130,57094337942,40216944944,37776718711,54439134051,19635367772,52034403400,51795864863,26144023146,39020406028,
5212667102,3707292852,36476130095,53544226486,64184725486,8931248207,39089788618,27961279174,818950516,23166908102,
15440050650,54582817943,21352980281,36320536893,15678294077,41368375537,17534378414,44931196175,49510992238,51412585978,
30960982896,5902767507,15802122498,62764065565,10471341825,125469122028,36977833239,137171238117,22551002037,30420553269,
8402864351,66102181365,318461457,53217887988,58312133304,59700439899,22982518449,26399178166,17856060951,63570221905,
29646532479,62579258944,12495388150,18128398640,78720839312,9618995610,59737305703,39836995913,36712363524,9961217876,
41372874009,42479129824,24119361124,35270274630,27477820099,5220391302,16419803652,25687836289,16933014274,16454808999,
28657597366,3412226465,62034178698,64925281304,33731923582,33587598102,91935766470,44671360176,21078954001,16164620883,
53618481089,26782647147,8018964123,10308325628,6628304498,9068089083,26082517992,65700870989,39544548739,4108018878,
16133952795,92992543259,56432024751,924298383,37316311505,11076034974,46217488516,50283579458,44445654780,30920066753,
37590164847,3183141531,51040682431,12985020831,115914325161,12610790597,25322068144,42992180129,53616821078,5541365954,
63867179754,53306569435,33447880146,29951974134,30702737282,21052175383,34944448713,34965736637,56186945720,58915366359,
39982237462,26019935814,55502948966,37689236965,24118564346,64527695994,43014462464,37806456006,59956035471,40341535989,
16423433492,89421491209,32361606124,15839157091,40907698117,13367322849,15525226571,46090706042,15644972441,29940985586,
28894848045,63454163530,29026788676,12633371947,62182684532,67327795765,30158931292,3341083498,52094071379,28154122820,
41015294694,86738530837,41410284440,47809023061,15238328233,8068879526,20127363919,21906278103,29148550544,35168191033,
5876600444,18038168148,55045305732,934194824,63830370428,50187954739,33845388528,39756463768,16306003439,31531851389,
66216503158,37567814227,35812247137,16049246413,33598894291,42886135383,46669839001,9999729093,20955086927,67910383513,
2585006564,52238345707,28400854537,54713339178,7320327064,18012427943,23045546562,63890286741,9316751281,15202637942,
